age,job,marital,education,housing,loan,contact,campaign,previous,poutcome,y
34,admin.,married,university.degree,no,no,telephone,2,0,nonexistent,no
54,admin.,married,university.degree,no,no,cellular,3,0,nonexistent,no
34,unemployed,married,basic.4y,yes,no,cellular,1,1,failure,no
31,services,single,high.school,yes,no,cellular,3,0,nonexistent,no
45,services,married,basic.9y,yes,no,telephone,6,0,nonexistent,no
58,management,married,basic.6y,no,no,telephone,4,0,nonexistent,no
48,entrepreneur,married,basic.9y,yes,no,cellular,7,0,nonexistent,no
27,services,single,university.degree,yes,no,cellular,1,0,nonexistent,no
35,admin.,single,university.degree,no,no,telephone,1,0,nonexistent,no
41,technician,single,university.degree,yes,no,cellular,3,0,nonexistent,no
74,retired,married,high.school,no,no,cellular,1,0,nonexistent,no
56,retired,married,university.degree,yes,no,telephone,3,0,nonexistent,no
48,blue-collar,married,basic.4y,yes,no,telephone,1,0,nonexistent,no
22,blue-collar,single,basic.9y,yes,no,cellular,2,0,nonexistent,no
59,retired,married,university.degree,yes,yes,cellular,16,0,nonexistent,no
39,blue-collar,married,basic.4y,no,no,telephone,4,0,nonexistent,no
40,admin.,married,high.school,no,yes,telephone,3,0,nonexistent,no
41,blue-collar,married,basic.4y,yes,no,telephone,2,0,nonexistent,no
38,management,married,high.school,no,no,cellular,3,0,nonexistent,no
50,technician,single,university.degree,yes,no,cellular,2,0,nonexistent,no
53,services,married,high.school,no,no,telephone,8,0,nonexistent,no
39,admin.,single,high.school,no,no,cellular,2,1,failure,no
49,blue-collar,divorced,basic.4y,no,no,cellular,1,0,nonexistent,no
28,management,single,university.degree,yes,no,cellular,1,1,success,yes
42,technician,divorced,high.school,yes,no,cellular,7,0,nonexistent,no
32,admin.,single,university.degree,yes,no,cellular,15,0,nonexistent,no
40,admin.,divorced,high.school,no,no,telephone,1,0,nonexistent,no
28,services,single,high.school,no,no,telephone,1,0,nonexistent,no
51,admin.,married,professional.course,yes,no,cellular,1,0,nonexistent,no
39,self-employed,married,basic.4y,no,no,telephone,2,0,nonexistent,no
45,entrepreneur,divorced,basic.9y,yes,no,cellular,3,0,nonexistent,no
35,admin.,married,high.school,no,no,cellular,1,0,nonexistent,no
34,admin.,unknown,university.degree,no,no,cellular,1,0,nonexistent,no
35,blue-collar,married,high.school,no,yes,telephone,3,0,nonexistent,no
27,housemaid,married,basic.6y,no,no,cellular,3,0,nonexistent,yes
38,technician,married,basic.9y,no,no,telephone,3,0,nonexistent,no
41,blue-collar,married,basic.9y,yes,no,cellular,4,1,failure,no
25,admin.,single,university.degree,no,no,cellular,1,1,failure,no
28,services,divorced,high.school,yes,no,telephone,2,0,nonexistent,no
38,blue-collar,married,basic.4y,yes,no,cellular,2,0,nonexistent,no
39,admin.,married,basic.4y,no,no,telephone,2,0,nonexistent,no
29,technician,married,university.degree,yes,no,cellular,1,1,success,yes
32,admin.,single,university.degree,yes,yes,cellular,2,0,nonexistent,no
37,services,married,basic.6y,yes,no,cellular,1,1,failure,yes
32,admin.,married,university.degree,yes,no,cellular,2,0,nonexistent,no
37,blue-collar,married,professional.course,yes,no,cellular,1,1,failure,no
44,technician,single,university.degree,yes,no,cellular,3,0,nonexistent,yes
46,admin.,married,university.degree,yes,no,cellular,3,0,nonexistent,no
39,blue-collar,married,basic.9y,no,no,telephone,2,0,nonexistent,no
49,admin.,single,basic.6y,yes,yes,cellular,2,0,nonexistent,no
29,blue-collar,married,basic.9y,no,no,cellular,1,1,success,no
23,blue-collar,single,basic.9y,yes,no,cellular,1,0,nonexistent,no
32,technician,single,university.degree,no,no,cellular,1,1,failure,yes
31,blue-collar,single,high.school,no,no,cellular,1,1,failure,no
33,services,married,high.school,yes,no,telephone,3,0,nonexistent,no
46,services,married,high.school,no,no,cellular,2,0,nonexistent,no
44,blue-collar,married,basic.6y,no,yes,cellular,5,0,nonexistent,no
39,blue-collar,married,basic.9y,no,no,telephone,2,0,nonexistent,no
60,housemaid,married,basic.4y,yes,no,cellular,2,2,success,yes
26,management,single,university.degree,yes,no,cellular,1,1,success,no
40,management,married,high.school,yes,no,cellular,1,0,nonexistent,no
50,management,married,university.degree,no,no,cellular,2,0,nonexistent,no
52,unemployed,married,university.degree,yes,no,cellular,1,0,nonexistent,no
56,technician,married,basic.4y,no,no,cellular,3,1,success,yes
38,blue-collar,married,basic.6y,yes,no,cellular,1,2,failure,no
28,self-employed,single,university.degree,no,no,telephone,2,0,nonexistent,no
32,technician,single,basic.9y,yes,no,telephone,3,0,nonexistent,no
31,admin.,married,university.degree,yes,no,cellular,1,0,nonexistent,yes
32,admin.,divorced,university.degree,yes,no,cellular,1,0,nonexistent,no
24,services,single,high.school,yes,no,telephone,3,0,nonexistent,no
35,services,married,high.school,yes,no,cellular,1,0,nonexistent,no
42,technician,married,professional.course,no,no,telephone,4,0,nonexistent,no
58,services,married,high.school,yes,no,cellular,5,1,failure,no
31,services,single,high.school,no,no,telephone,3,0,nonexistent,no
31,technician,married,professional.course,yes,no,cellular,2,0,nonexistent,no
39,services,divorced,high.school,yes,no,cellular,1,0,nonexistent,no
31,services,single,high.school,yes,yes,cellular,1,0,nonexistent,no
35,blue-collar,single,unknown,no,no,telephone,4,0,nonexistent,no
56,blue-collar,married,basic.4y,unknown,unknown,telephone,1,0,nonexistent,no
30,admin.,married,university.degree,yes,no,cellular,2,0,nonexistent,no
31,technician,single,high.school,yes,no,cellular,1,0,nonexistent,no
25,management,single,university.degree,yes,yes,cellular,5,0,nonexistent,no
32,technician,married,university.degree,no,yes,cellular,5,0,nonexistent,no
50,technician,married,university.degree,yes,no,cellular,1,0,nonexistent,yes
37,self-employed,single,basic.4y,unknown,unknown,cellular,2,0,nonexistent,no
57,management,divorced,university.degree,unknown,unknown,telephone,1,0,nonexistent,no
47,management,married,university.degree,no,no,telephone,3,0,nonexistent,no
34,admin.,married,university.degree,no,no,cellular,1,1,failure,no
41,blue-collar,married,basic.9y,yes,yes,cellular,8,0,nonexistent,no
56,unemployed,divorced,high.school,yes,no,telephone,1,0,nonexistent,no
44,technician,married,university.degree,yes,no,cellular,2,1,success,yes
53,admin.,married,high.school,yes,no,cellular,1,1,failure,no
28,services,divorced,high.school,yes,no,cellular,4,1,failure,no
44,admin.,married,university.degree,yes,no,cellular,1,0,nonexistent,no
32,technician,single,university.degree,no,no,cellular,3,0,nonexistent,no
31,admin.,single,high.school,no,no,cellular,1,1,failure,no
56,blue-collar,married,unknown,yes,no,cellular,1,0,nonexistent,no
54,admin.,married,high.school,yes,no,cellular,1,0,nonexistent,no
36,blue-collar,married,basic.9y,no,no,cellular,3,0,nonexistent,no
31,admin.,married,university.degree,yes,no,cellular,1,0,nonexistent,no
43,admin.,married,high.school,yes,no,telephone,6,0,nonexistent,no
50,admin.,married,university.degree,yes,no,cellular,2,0,nonexistent,no
33,blue-collar,married,basic.9y,yes,yes,cellular,1,0,nonexistent,no
49,admin.,divorced,high.school,yes,no,telephone,1,0,nonexistent,no
51,retired,married,basic.4y,no,no,cellular,1,1,success,no
33,technician,single,professional.course,yes,yes,cellular,3,0,nonexistent,no
57,management,married,basic.4y,no,yes,cellular,1,0,nonexistent,yes
38,technician,married,university.degree,yes,yes,cellular,5,0,nonexistent,no
47,technician,married,professional.course,yes,no,telephone,4,0,nonexistent,no
39,blue-collar,single,university.degree,no,no,cellular,7,0,nonexistent,no
27,blue-collar,single,basic.9y,unknown,unknown,cellular,3,0,nonexistent,no
32,technician,married,professional.course,no,no,cellular,1,0,nonexistent,no
24,entrepreneur,single,university.degree,no,no,cellular,2,0,nonexistent,no
38,blue-collar,married,professional.course,no,no,telephone,1,0,nonexistent,no
39,housemaid,married,basic.4y,yes,yes,cellular,1,0,nonexistent,no
38,technician,married,university.degree,no,no,cellular,1,0,nonexistent,yes
36,management,married,university.degree,no,no,cellular,1,0,nonexistent,no
42,entrepreneur,married,university.degree,yes,no,telephone,3,0,nonexistent,no
37,blue-collar,married,basic.4y,no,no,cellular,2,0,nonexistent,no
41,services,married,high.school,no,no,telephone,2,0,nonexistent,no
48,blue-collar,married,unknown,no,no,telephone,2,0,nonexistent,no
43,blue-collar,single,basic.9y,no,no,cellular,2,0,nonexistent,no
41,blue-collar,married,basic.6y,yes,no,cellular,1,0,nonexistent,no
58,admin.,married,university.degree,no,yes,telephone,2,0,nonexistent,no
23,student,single,high.school,no,no,telephone,1,1,success,yes
31,blue-collar,single,high.school,no,no,telephone,2,0,nonexistent,no
43,technician,single,professional.course,yes,no,telephone,3,0,nonexistent,no
43,management,married,university.degree,no,no,cellular,3,0,nonexistent,no
54,management,divorced,university.degree,yes,no,telephone,1,0,nonexistent,no
41,technician,married,university.degree,yes,yes,cellular,1,1,failure,no
51,retired,married,university.degree,yes,yes,telephone,3,0,nonexistent,no
53,retired,divorced,basic.4y,no,yes,cellular,3,0,nonexistent,no
49,housemaid,married,basic.4y,no,no,telephone,1,0,nonexistent,no
39,admin.,married,university.degree,no,no,telephone,1,0,nonexistent,no
46,admin.,married,high.school,no,no,cellular,1,0,nonexistent,no
33,admin.,single,university.degree,yes,no,cellular,1,0,nonexistent,no
32,blue-collar,divorced,professional.course,no,no,cellular,13,0,nonexistent,no
24,blue-collar,single,basic.9y,yes,no,cellular,1,0,nonexistent,no
54,technician,married,university.degree,no,no,telephone,2,0,nonexistent,no
31,unemployed,married,high.school,no,no,cellular,2,1,failure,no
38,self-employed,married,professional.course,no,no,cellular,2,0,nonexistent,yes
56,blue-collar,unknown,basic.4y,no,no,cellular,1,0,nonexistent,no
46,technician,married,professional.course,unknown,unknown,cellular,2,0,nonexistent,no
31,unemployed,single,basic.4y,no,yes,cellular,3,0,nonexistent,no
55,technician,married,high.school,no,yes,cellular,2,0,nonexistent,no
66,retired,married,professional.course,no,no,cellular,1,1,failure,yes
34,housemaid,divorced,university.degree,yes,yes,cellular,1,0,nonexistent,no
38,admin.,married,university.degree,no,no,cellular,1,0,nonexistent,no
29,technician,single,university.degree,no,no,cellular,6,0,nonexistent,no
31,admin.,divorced,university.degree,no,no,cellular,3,1,failure,no
29,admin.,single,university.degree,yes,no,cellular,2,0,nonexistent,no
25,self-employed,single,university.degree,no,no,telephone,3,0,nonexistent,no
55,technician,married,professional.course,yes,no,cellular,3,2,failure,no
40,blue-collar,married,basic.6y,yes,no,telephone,2,0,nonexistent,no
29,technician,married,university.degree,no,no,cellular,1,0,nonexistent,no
31,blue-collar,married,basic.9y,no,no,cellular,1,0,nonexistent,no
44,unemployed,married,basic.9y,yes,no,cellular,2,0,nonexistent,no
41,management,married,unknown,no,no,telephone,1,0,nonexistent,no
30,services,single,high.school,yes,no,telephone,2,0,nonexistent,no
40,management,single,university.degree,no,no,telephone,2,0,nonexistent,no
26,student,single,university.degree,no,yes,cellular,2,0,nonexistent,no
29,entrepreneur,married,university.degree,no,no,cellular,5,0,nonexistent,no
57,blue-collar,divorced,professional.course,no,no,telephone,1,0,nonexistent,no
57,services,married,unknown,no,no,cellular,2,0,nonexistent,no
34,admin.,married,high.school,yes,no,cellular,1,0,nonexistent,yes
32,admin.,single,high.school,yes,no,cellular,2,0,nonexistent,no
41,technician,single,high.school,yes,no,cellular,3,0,nonexistent,no
47,admin.,married,high.school,unknown,unknown,cellular,2,0,nonexistent,no
32,admin.,single,high.school,yes,no,cellular,2,0,nonexistent,no
38,technician,married,professional.course,no,no,cellular,1,0,nonexistent,no
39,admin.,married,university.degree,no,no,telephone,7,0,nonexistent,no
39,technician,divorced,professional.course,yes,no,cellular,4,0,nonexistent,no
44,blue-collar,divorced,basic.6y,no,yes,telephone,2,0,nonexistent,no
33,admin.,single,university.degree,yes,yes,telephone,1,2,failure,no
34,technician,divorced,professional.course,no,no,cellular,3,0,nonexistent,no
35,services,single,high.school,yes,no,cellular,1,0,nonexistent,no
39,admin.,married,university.degree,yes,yes,cellular,1,0,nonexistent,no
35,admin.,married,university.degree,yes,no,cellular,1,0,nonexistent,no
44,admin.,single,high.school,no,no,telephone,3,0,nonexistent,no
56,services,married,high.school,no,yes,cellular,1,0,nonexistent,no
18,student,single,unknown,yes,no,cellular,1,0,nonexistent,no
27,blue-collar,married,university.degree,no,yes,cellular,1,0,nonexistent,no
38,blue-collar,married,high.school,no,no,cellular,2,0,nonexistent,no
28,services,married,high.school,yes,yes,cellular,1,1,failure,no
49,blue-collar,married,basic.9y,yes,no,telephone,3,0,nonexistent,no
32,services,single,basic.6y,no,no,telephone,1,0,nonexistent,no
76,management,married,unknown,no,no,cellular,1,0,nonexistent,no
37,housemaid,single,high.school,yes,no,cellular,1,0,nonexistent,no
29,self-employed,married,university.degree,no,no,cellular,2,0,nonexistent,no
29,technician,single,university.degree,yes,no,cellular,2,0,nonexistent,yes
58,admin.,married,university.degree,no,no,cellular,1,0,nonexistent,no
43,admin.,single,university.degree,no,no,cellular,5,0,nonexistent,no
37,technician,single,high.school,no,yes,telephone,1,0,nonexistent,no
35,management,single,university.degree,no,no,telephone,1,0,nonexistent,no
23,blue-collar,married,basic.9y,yes,no,cellular,2,0,nonexistent,no
34,technician,married,university.degree,no,no,telephone,1,0,nonexistent,no
55,blue-collar,married,basic.9y,no,no,telephone,1,0,nonexistent,no
48,blue-collar,married,basic.6y,no,no,telephone,6,0,nonexistent,no
49,unknown,married,high.school,no,no,cellular,6,0,nonexistent,no
48,services,married,basic.6y,no,no,cellular,2,0,nonexistent,yes
38,technician,married,university.degree,unknown,unknown,cellular,1,1,failure,no
29,admin.,single,university.degree,yes,no,cellular,1,0,nonexistent,no
39,blue-collar,married,professional.course,yes,no,cellular,1,1,failure,no
37,entrepreneur,married,basic.9y,yes,no,telephone,1,0,nonexistent,no
49,services,married,high.school,no,no,cellular,1,0,nonexistent,no
48,admin.,single,university.degree,yes,no,cellular,4,1,failure,no
32,blue-collar,married,basic.9y,no,no,telephone,2,0,nonexistent,no
50,blue-collar,married,basic.6y,no,yes,cellular,1,1,failure,no
39,blue-collar,married,basic.9y,yes,no,cellular,1,0,nonexistent,no
54,entrepreneur,married,basic.9y,no,yes,telephone,6,0,nonexistent,no
48,blue-collar,married,basic.9y,no,no,cellular,1,0,nonexistent,no
48,admin.,single,university.degree,yes,yes,telephone,2,0,nonexistent,no
54,blue-collar,married,basic.4y,yes,yes,cellular,1,0,nonexistent,no
38,technician,single,professional.course,yes,no,cellular,5,0,nonexistent,no
46,blue-collar,single,basic.4y,yes,no,telephone,6,0,nonexistent,no
43,admin.,divorced,university.degree,no,no,telephone,4,0,nonexistent,yes
39,admin.,married,university.degree,yes,no,telephone,1,0,nonexistent,no
31,admin.,married,high.school,no,no,telephone,10,0,nonexistent,no
55,services,married,high.school,yes,no,cellular,4,0,nonexistent,no
42,self-employed,married,university.degree,yes,no,cellular,2,1,failure,no
19,student,single,unknown,yes,yes,cellular,1,0,nonexistent,yes
47,housemaid,divorced,basic.9y,yes,no,cellular,2,0,nonexistent,no
43,technician,married,professional.course,no,no,telephone,2,0,nonexistent,no
27,self-employed,single,university.degree,no,no,cellular,1,0,nonexistent,no
27,student,single,university.degree,yes,no,telephone,1,0,nonexistent,no
30,admin.,single,high.school,no,no,telephone,2,0,nonexistent,no
49,self-employed,married,basic.9y,yes,no,telephone,2,0,nonexistent,no
34,blue-collar,married,basic.9y,yes,yes,telephone,4,0,nonexistent,no
35,management,married,university.degree,yes,yes,cellular,7,0,nonexistent,no
31,technician,divorced,university.degree,yes,no,cellular,1,0,nonexistent,no
35,services,single,high.school,no,no,telephone,2,0,nonexistent,no
33,blue-collar,married,basic.9y,no,no,cellular,2,0,nonexistent,no
38,blue-collar,married,basic.9y,no,no,telephone,1,0,nonexistent,no
46,housemaid,married,basic.4y,yes,no,cellular,1,0,nonexistent,no
49,admin.,married,high.school,no,no,cellular,2,0,nonexistent,no
32,student,single,university.degree,no,no,cellular,1,0,nonexistent,no
